"site","plot","stab.comm","stab.pop","asynchrony","compensatory","statistical","richness","shannon","inv.simpson","evenness"
"JRG","JRG_Control_C_2_C_2_1",7.59984222916022,0.929483049030156,8.17641831886022,2.89253159931675,2.82673431149087,14.3571428571429,2.28943766479856,6.32705756527925,0.71125380081796
"JRG","JRG_Control_C_2_C_2_2",8.57163591310948,0.851404862800136,10.0676379565401,3.63087601365254,2.77278483723613,16.1428571428571,2.39445776939331,7.5910487501015,0.753435245976043
"JRG","JRG_Control_C_2_C_2_3",6.37260143731912,0.827372917256318,7.70221178915493,2.91540494053645,2.64190119254504,14.3928571428571,2.2324494625777,6.05395070330429,0.685200526296676
"JRG","JRG_Control_C_2_C_2_4",6.36909495413104,1.09085109735632,5.83864742820222,2.05908800332085,2.83555021387419,13.6785714285714,2.170700808617,6.03848931609099,0.683028332587853
"JRG","JRG_Control_C_2_C_2_5",7.24042814752618,1.02315813154116,7.07654850635852,2.64010060481431,2.68040865316049,13.75,2.11927124082391,5.62118144262313,0.658388628865696
"JRG","JRG_Control_C_2_C_2_6",8.70222805560987,1.15254935051801,7.55041686648703,2.64870664067191,2.8506051785983,14.2142857142857,2.12608443585765,5.87859193393678,0.678069959452189
"JRG","JRG_Control_C_3_C_3_1",4.50450442108984,1.03288498222275,4.36109005224978,1.46672968953846,2.97334272521755,13.5357142857143,2.18633550769991,5.60983782457821,0.67922331480104
"JRG","JRG_Control_C_3_C_3_2",4.94549881286766,1.05570468542058,4.6845475644521,1.55378218211744,3.01493196302982,15.7142857142857,2.25599379060021,5.94882558201491,0.677027410445942
"JRG","JRG_Control_C_3_C_3_3",4.61504909456548,1.09351609421596,4.22037601364654,1.4798473318533,2.85189959991421,14.9285714285714,2.14226462498982,4.97658546711535,0.657520303646598
"JRG","JRG_Control_C_3_C_3_4",5.04693284124988,1.04169719900237,4.84491351813494,1.54595518138893,3.13392883342331,14.5,2.27583970030417,6.56018280174565,0.682983200267174
"JRG","JRG_Control_C_3_C_3_5",6.91179803145948,1.19451309677985,5.78628903282198,1.82172968511575,3.17626104470836,15.6785714285714,2.25857680759655,6.1388210031922,0.6932197315946
"JRG","JRG_Control_C_3_C_3_6",6.38965894854186,1.14960424022832,5.5581379443006,1.74028553540722,3.19380804541367,15.6071428571429,2.30107556988196,6.81772866320492,0.724051791668372
"JRN","JRN_NPP quadrat_BASN_1",1.76786729339686,0.645999933937862,2.73663695694264,0.919994974031372,2.97462163836704,7.65,1.69386895355317,2.6481535661581,0.462355793942393
"JRN","JRN_NPP quadrat_BASN_10",2.32928490983831,1.46852311406303,1.58614112882008,0.91713937541238,1.72944393332463,5.2,0.504483123220887,1.20711666616065,0.151396206829563
"JRN","JRN_NPP quadrat_BASN_11",2.82862892228305,1.21901680529483,2.32041831580732,1.04748445957537,2.21522934741004,6.2,0.831062562013677,1.40807657242248,0.239793967377122
"JRN","JRN_NPP quadrat_BASN_12",1.70349754975647,0.830279559085157,2.05171563133924,0.88460267744824,2.31936403047942,6.6,1.402286225215,2.28045742723215,0.412291927770952
"JRN","JRN_NPP quadrat_BASN_13",2.48958050974624,1.16102427977906,2.14429668104787,0.993990746942316,2.1572602035221,6.7,1.08858372881055,1.87472585174858,0.317002849454053
"JRN","JRN_NPP quadrat_BASN_14",2.90039717942736,1.67360230355644,1.73302652205004,1.0573335692316,1.63905372200514,5.4,0.550080284875522,1.22605358491087,0.170892048902833
"JRN","JRN_NPP quadrat_BASN_15",2.90199394830118,1.5553769956741,1.86578170846834,0.976988348984754,1.90972769573678,5.85,0.665171557750953,1.33244460351993,0.199619067713218
"JRN","JRN_NPP quadrat_BASN_16",1.25522795642835,0.504154124686167,2.4897702804866,0.81599795700666,3.05119670840828,5.65,2.19633662609274,6.09774927176124,0.674116497305045
"JRN","JRN_NPP quadrat_BASN_17",2.39820525343575,0.667607330848037,3.59223924397206,1.12480430304059,3.19365709596013,7.4,1.82458715305636,3.02486495804964,0.521831319103769
"JRN","JRN_NPP quadrat_BASN_18",2.31081193299291,1.72575888093161,1.33901204770012,1.02426061055217,1.30729624268015,5.15,0.315666083317598,1.10634073982348,0.0928102805851663
"JRN","JRN_NPP quadrat_BASN_19",2.26391657541556,1.4125345034007,1.60273364648095,1.03298025565729,1.55156271158457,5.7,0.531988543414926,1.26114635264498,0.157986874416396
"JRN","JRN_NPP quadrat_BASN_2",1.8579966362886,0.710235916379652,2.61602742615373,0.818150597232026,3.19748886696935,6.75,1.7621392447145,2.92027192441938,0.491734318969076
"JRN","JRN_NPP quadrat_BASN_20",2.46688877093964,1.46442821373579,1.68454059256791,0.958645930067867,1.7572083078146,5.75,0.64006992949494,1.30447952233639,0.190084258055079
"JRN","JRN_NPP quadrat_BASN_21",2.73850565070718,1.07126958505688,2.55631793239213,1.35525300286379,1.88622930699313,5.5,0.67908465355561,1.32764567871721,0.203794410421677
"JRN","JRN_NPP quadrat_BASN_22",2.93299239137721,1.66913004274678,1.75719825074299,1.01586445163448,1.72975661065385,4.95,0.480915329111864,1.204014878815,0.144323473437282
"JRN","JRN_NPP quadrat_BASN_23",2.62867851122485,1.49616300926466,1.75694659936608,0.949708525098501,1.84998507745716,5.1,0.610186354219479,1.26814467111919,0.183117918589996
"JRN","JRN_NPP quadrat_BASN_24",1.69245305518717,1.20247302258807,1.40747694409353,1.00399442366734,1.40187725241777,4.1,0.503231930703444,1.2246118800111,0.158345943010144
"JRN","JRN_NPP quadrat_BASN_25",2.74916456607325,0.936862217136893,2.93443850737717,1.19573623290007,2.45408512900888,7.05,1.3805933540736,2.64961450846936,0.410000612889169
"JRN","JRN_NPP quadrat_BASN_26",2.17636522815792,1.57738481398694,1.37973004992803,1.07499755395568,1.28347273428766,4.95,0.308910647841507,1.10581485747226,0.095968488580685
"JRN","JRN_NPP quadrat_BASN_27",1.48215828153303,0.473892826821744,3.12762337314413,1.01266740500591,3.08850009162275,7.1,2.28002336309154,6.8965902382645,0.663958025269747
"JRN","JRN_NPP quadrat_BASN_28",2.1736159799842,1.09892999312422,1.97793853437804,0.99971995741638,1.97849259655645,5.95,0.775225091715691,1.42136528483528,0.23022185482254
"JRN","JRN_NPP quadrat_BASN_29",3.29184566902979,1.58954495082019,2.07093587842938,1.17260013807881,1.76610577739007,3.9,0.479066785147944,1.21352052285343,0.154985508085615
"JRN","JRN_NPP quadrat_BASN_3",1.25292973675709,0.752789907848457,1.66438168696772,0.710959833359923,2.34103476577858,5.35,1.17125347207021,1.9295597109323,0.351495074355033
"JRN","JRN_NPP quadrat_BASN_30",1.24240749961548,0.664014219979226,1.87105556211484,0.769508598709804,2.43149402781456,4.25,1.45219828751072,2.81851626474945,0.469808587045757
"JRN","JRN_NPP quadrat_BASN_31",2.80973555489334,1.6558089817901,1.69689594983096,1.15308459195136,1.47161445194521,4.35,0.378748956256722,1.17048588349189,0.126429507603292
"JRN","JRN_NPP quadrat_BASN_32",2.17319409244088,0.990873575964037,2.19321025926698,1.12738448358588,1.94539688207436,6.15,0.85797371543508,1.42572002931345,0.241319190300501
"JRN","JRN_NPP quadrat_BASN_33",1.79670023109541,1.18999744330092,1.50983537083202,0.95379676576678,1.58297388397855,5.5,0.618584803121331,1.29213420549771,0.181872656511052
"JRN","JRN_NPP quadrat_BASN_34",2.94460872285463,1.72641307363429,1.7056223494971,1.0625993820025,1.60514148453842,6.15,0.490401201518987,1.20935349232876,0.144184869764697
"JRN","JRN_NPP quadrat_BASN_35",2.82782215588777,1.45139776926106,1.94834401414816,1.15159671450332,1.69186312327096,5,0.537498586875433,1.22301415873311,0.161304201237988
"JRN","JRN_NPP quadrat_BASN_36",2.47258975656489,0.834961194550962,2.96132296051751,1.20554238421659,2.45642376351778,6,1.48906748237654,2.78476154981527,0.425872804848733
"JRN","JRN_NPP quadrat_BASN_37",2.56578197864458,1.45329855345686,1.76548856567808,1.15328740626396,1.53083139214824,5.15,0.478455457411679,1.19484955854523,0.150549827961629
"JRN","JRN_NPP quadrat_BASN_38",2.36864347011189,1.6008325375222,1.4796322629587,1.00239750500971,1.47609332182483,6.05,0.444213069544617,1.1638077273007,0.134780053626609
"JRN","JRN_NPP quadrat_BASN_39",2.66887351359458,1.32729555413081,2.01076053128371,1.21983450781484,1.6483879726322,4.65,0.528838319127853,1.25505736081489,0.168661870413032
"JRN","JRN_NPP quadrat_BASN_4",2.22059707405715,1.26810572631018,1.751113513633,1.11810430344211,1.56614504410918,5.45,0.562266469246627,1.24453303629679,0.172575140940443
"JRN","JRN_NPP quadrat_BASN_40",1.95251035294906,1.47086791962851,1.32745457759538,1.03349722809291,1.2844297415726,4.1,0.333260579209045,1.1205397816987,0.101115617294818
"JRN","JRN_NPP quadrat_BASN_41",3.39745488577339,2.11474738965007,1.60655353088558,0.976757044467773,1.64478315256071,4.6,0.434979030286537,1.19226309474732,0.131978325375636
"JRN","JRN_NPP quadrat_BASN_42",1.54376104815328,1.21968532146501,1.26570437553435,1.02725921475013,1.23211781151286,4.15,0.289506405046858,1.09972386257721,0.089940221617189
"JRN","JRN_NPP quadrat_BASN_44",1.80002230126813,1.14330335489902,1.57440481002272,0.914468588712177,1.72166089623692,4.45,0.568116707116647,1.24249446299623,0.174370740856452
"JRN","JRN_NPP quadrat_BASN_45",1.4832825390776,0.617182580588992,2.40331238393356,1.04222321263978,2.30594785722184,4.65,1.4857741235177,2.88526813362169,0.45080329637764
"JRN","JRN_NPP quadrat_BASN_46",2.05841543843733,0.923494408878343,2.22894196071792,1.20140064341364,1.85528613867281,5.05,1.10258886542515,1.89344431841201,0.351647552026633
"JRN","JRN_NPP quadrat_BASN_47",2.90075716502602,1.58768928382152,1.82703076388094,1.22393100360453,1.49275633879709,6.6,0.520871004830309,1.22864715692926,0.151681114055986
"JRN","JRN_NPP quadrat_BASN_48",2.73068727437073,1.49019620708013,1.83243472329137,1.053836463391,1.73882266077131,5.5,0.627386981615613,1.31632623026027,0.192562428489796
"JRN","JRN_NPP quadrat_BASN_49",2.71308269406004,1.95643707676153,1.38674671743135,1.03742893140412,1.33671490687507,5.35,0.30847655133942,1.11090793726088,0.0925743154111512
"JRN","JRN_NPP quadrat_BASN_5",2.88295459760019,1.55982917486141,1.84825020846039,1.05689835807438,1.74874924758878,5.45,0.580507088953824,1.25018633997766,0.167498939686914
"JRN","JRN_NPP quadrat_BASN_6",1.48800927598769,0.888609956068201,1.67453590388704,0.844338604442722,1.98325161857577,5.35,0.83196769746173,1.45153181758655,0.244610236955772
"JRN","JRN_NPP quadrat_BASN_7",0.542697993138475,0.359807078777824,1.50830271317031,1.01144494649679,1.49123560149707,6.1,1.56736499892726,3.08304099328743,0.47555903482184
"JRN","JRN_NPP quadrat_BASN_8",1.6187746847667,0.625697202441034,2.58715346408993,1.05559182417713,2.4509032798797,7.9,1.69815038466002,3.31150807443229,0.46683440888937
"JRN","JRN_NPP quadrat_BASN_9",2.68833634073408,1.62137490661469,1.65805966884434,0.90018502827962,1.8419098482599,6.65,0.557270314220239,1.2320485385448,0.156741422944337
"KBS","KBS_T7_R1_S1",3.00628043021116,0.95804996693945,3.13791611497562,1.37387026311526,2.28399740442768,10.3636363636364,1.66035306127966,3.79822980377571,0.529534723057252
"KBS","KBS_T7_R1_S2",2.02179868173525,0.905126199609148,2.23372020676045,0.945883464128,2.36151734486625,11.5454545454545,1.69320904455397,3.61306592025753,0.488556858353271
"KBS","KBS_T7_R1_S3",3.55405637281802,1.0249055436916,3.46769162748081,1.46565280234749,2.36597072780587,11.2727272727273,1.6078806016391,3.25612367928451,0.455960356411407
"KBS","KBS_T7_R1_S4",3.78987588587055,1.0717763277013,3.53606978239471,1.36652357214107,2.58763906783868,10.9090909090909,1.70530501556957,3.79638207057037,0.50643160021269
"KBS","KBS_T7_R1_S5",3.62047257173388,1.22000525283171,2.96758769138947,1.2850319652706,2.30934931705342,10.9090909090909,1.60091317373786,3.57171024822989,0.470691052030476
"KBS","KBS_T7_R2_S1",3.1921845963276,0.792539009452465,4.02779492019321,1.48243476197554,2.71701326999756,13.1818181818182,1.95179574485599,4.29609179516137,0.544658973030818
"KBS","KBS_T7_R2_S2",3.95716633537876,0.673933955722103,5.87174203314738,1.7741514356366,3.30960588549788,13.8181818181818,2.48629359926072,8.98071822064553,0.683500950929432
"KBS","KBS_T7_R2_S3",3.31933215046295,0.895539618687984,3.70651625142611,1.16405115081852,3.18415238782232,9.90909090909091,2.03611298391125,5.17573620277934,0.604673033411332
"KBS","KBS_T7_R2_S4",3.3390229568935,0.864224153670531,3.86360754060392,1.26899575509242,3.04461817551355,11.9090909090909,1.96515872935824,4.21410296073293,0.532725114442719
"KBS","KBS_T7_R2_S5",2.8506156964812,0.799995364432273,3.56329026794321,1.15625571538354,3.08174932286603,11,2.03475255342816,4.49807218998892,0.604269020651012
"KBS","KBS_T7_R3_S1",5.45828957374682,0.889623012740112,6.13550851942875,2.115825096805,2.89981838701775,15.1818181818182,2.03333177250171,4.53120208840497,0.571907936251366
"KBS","KBS_T7_R3_S2",4.31514363898925,0.985720927845421,4.37765245425117,1.60680865515016,2.72443917962471,13.1818181818182,1.89618188304817,4.00422724553448,0.552180823670969
"KBS","KBS_T7_R3_S3",4.09332856104582,0.872622872768877,4.69083345025954,1.63371086755792,2.87127517078431,12.6363636363636,1.93349652263657,4.42586472737616,0.531532845611553
"KBS","KBS_T7_R3_S4",2.67576402402726,0.717335972274641,3.73014058606671,1.24904345861694,2.9863977592878,15,2.15797815126186,5.79036741688403,0.573747230905829
"KBS","KBS_T7_R3_S5",3.35958227329526,0.874351246913763,3.84237145558347,1.32263442610014,2.90508955442276,10.9090909090909,1.84245618766032,3.55767488992419,0.54170810479688
"KBS","KBS_T7_R4_S1",3.49999250685489,0.919779830590018,3.80525033323434,1.45031179336045,2.62374639071049,11.6363636363636,1.80000490644091,4.05962505514242,0.529226829394199
"KBS","KBS_T7_R4_S2",2.7317509460456,0.922291780567752,2.96191617837467,1.13387988913626,2.61219570675243,12.5454545454545,1.75338103595359,3.02372830268709,0.478600117949685
"KBS","KBS_T7_R4_S3",2.66878028512122,0.733056508226797,3.64062013660689,1.25803055028089,2.89390439349348,12.8181818181818,2.00735580202221,4.5426085690916,0.564601768182799
"KBS","KBS_T7_R4_S4",3.57203866634735,0.895897559157578,3.98710614828125,1.66606911809184,2.39312169284292,10.4545454545455,1.73679776659034,4.07268364111351,0.510643038817574
"KBS","KBS_T7_R4_S5",1.83563630103719,0.669649441829652,2.74118992173243,1.0745215423092,2.55107953986803,10.4545454545455,2.01451777319859,5.14586800224106,0.538976950596242
"KBS","KBS_T7_R5_S1",4.70614287297133,0.895224054267581,5.25694417005094,1.6341710095776,3.21688742441328,11.7272727272727,2.15553402364518,5.94277316447219,0.633757404162112
"KBS","KBS_T7_R5_S2",4.1214045291471,0.890900772230032,4.62610950356539,1.63611849957289,2.82749049336772,12.7272727272727,1.87916769789248,4.05407642682991,0.558064331965757
"KBS","KBS_T7_R5_S3",3.38577558741745,0.826738381338751,4.09534099763798,1.18304992888513,3.46168060844002,15.2727272727273,2.39723058015688,7.57753291699584,0.65901685208116
"KBS","KBS_T7_R5_S4",2.89847245440612,0.830227090946958,3.4911802879139,1.27385573171594,2.74064024755075,12.4545454545455,2.00099202977037,4.43508084664395,0.562811852781613
"KBS","KBS_T7_R5_S5",3.5028837962648,1.02445400880817,3.41926896292785,1.51523791875204,2.25658883044848,10.4545454545455,1.37725936072198,2.1625728669561,0.409010502866187
"KBS","KBS_T7_R6_S1",3.46382240728511,0.811381396279656,4.26904341554714,1.3259758687366,3.2195483463924,15.9090909090909,2.40327629791822,7.59463030596158,0.651492228958044
"KBS","KBS_T7_R6_S2",7.46155946115859,0.992132014553538,7.52073247481719,2.7722279299167,2.71288388435044,12.7272727272727,1.81643104342412,3.42229282105084,0.506884733866287
"KBS","KBS_T7_R6_S3",3.27696028189326,0.787288730029768,4.16233607430066,1.2753674314295,3.2636367933869,14.9090909090909,2.41829479193546,8.01078180943726,0.664807563518265
"KBS","KBS_T7_R6_S4",2.71534812216918,0.693417639993369,3.91589132661111,1.28827346911451,3.03964291782137,14.5454545454545,2.29137948656917,6.13309704517592,0.598483704603515
"KBS","KBS_T7_R6_S5",2.20564362378249,0.913564237701672,2.41432789590298,0.919755206776441,2.62496790245387,14.8181818181818,2.0495929754836,4.31063669917292,0.548361194220513
"KNZ","KNZ_001d_A_1",4.12331586510331,1.39416314203305,2.95755621475579,1.0156179061845,2.91207568982987,16.1666666666667,1.89591299452523,3.88879723267164,0.507244670650154
"KNZ","KNZ_001d_A_2",3.9869041134666,1.39798742170564,2.85188840154392,0.947867199952774,3.00874257668797,16.8333333333333,1.85727604038637,3.78377783863565,0.510579257461786
"KNZ","KNZ_001d_A_3",6.51493862657783,1.30180031870914,5.00456063264606,1.51005783412736,3.31415163018449,19.625,2.19576646094947,5.34497938549364,0.603632839067826
"KNZ","KNZ_001d_A_4",4.32214031655917,1.48078354542396,2.91881978964165,1.06611497422313,2.73780957984253,18.375,1.90767774318975,4.20979304760488,0.55043944394282
"KNZ","KNZ_001d_A_5",3.41532924099786,1.29052815837408,2.64645852075076,0.975375342314678,2.71327191281093,15.5,1.78282100928109,3.83249013808626,0.497505675259298
"KNZ","KNZ_001d_B_1",4.47946406540016,1.4681629481784,3.05106737025205,1.08175821529397,2.82047071805498,20.2916666666667,1.98336683602639,4.35856511296546,0.557854477740082
"KNZ","KNZ_001d_B_2",3.44257284985195,1.33291015486707,2.58274936032374,0.974723835869042,2.64972422472978,15.4166666666667,2.01852943599393,5.19446704890872,0.567744536142074
"KNZ","KNZ_001d_B_3",3.55120443173936,1.48782394287254,2.38684452468419,0.845811222906164,2.82195891948929,16.7916666666667,1.89333659586291,4.11279761443667,0.541493636887438
"KNZ","KNZ_001d_B_4",3.93745154640322,1.45822619410989,2.70016514742877,1.02585240012169,2.63211856511569,18.0833333333333,1.88156722852145,4.16284677602167,0.529221667184175
"KNZ","KNZ_001d_B_5",3.28273751216791,1.347641581586,2.43591289926254,0.829038834217696,2.93823738855507,19.25,1.93207732477031,3.78609045371165,0.510565672357646
"KNZ","KNZ_001d_C_1",3.16539485395572,1.35558261537871,2.33508073801271,0.838061457571542,2.78628818556947,18.9166666666667,1.96219276602037,4.6473266018058,0.547560317028978
"KNZ","KNZ_001d_C_2",3.70347568737431,1.35901327773954,2.72512104777545,0.98427187773686,2.76866698055148,15.8333333333333,1.84919724654592,4.15368913496445,0.524392566680971
"KNZ","KNZ_001d_C_3",3.74414168628277,1.31919798114916,2.83819543372954,0.887724053586458,3.1971595477931,20.5416666666667,2.18614930390933,5.80280220826569,0.605427582901888
"KNZ","KNZ_001d_C_4",5.05793797675583,1.73724385135019,2.91147265988295,1.05784238550832,2.75227453519356,16.5416666666667,1.85585072467911,4.34900343075371,0.517885005368121
"KNZ","KNZ_001d_C_5",3.20751384109249,1.36021134835914,2.35809960339017,0.794322096023256,2.96869445681533,20.9166666666667,2.17231233881596,5.41677672639128,0.581194316423734
"KNZ","KNZ_001d_D_1",4.49731775562544,1.47629438108657,3.04635566811231,1.0143909574837,3.00313764198875,21.0833333333333,2.1443387269661,5.44658890123052,0.560078237918152
"KNZ","KNZ_001d_D_2",6.22212445459686,1.60604219953466,3.87419736318241,1.33201202382175,2.90853032397316,20.0833333333333,2.00544350489952,5.01835447179841,0.52682461612732
"KNZ","KNZ_001d_D_3",4.50446778790454,1.44924028916069,3.10815799256674,1.10334388462789,2.81703468507916,20.3333333333333,2.0187517727663,4.71306625386323,0.547253386259324
"KNZ","KNZ_001d_D_4",6.19706718419121,2.00351133161019,3.09310313668689,1.26258594179136,2.44981591692554,15.2916666666667,1.62737497268432,3.41061887266187,0.473902456758952
"KNZ","KNZ_001d_D_5",5.24666262927121,1.79395915708341,2.92462769208255,1.03208182924653,2.83371687128498,19.4166666666667,2.02155383935132,4.80912970369024,0.559844861682541
"SEV","SEV_G_1_E_1",1.1800285364598,1.03205459719349,1.14337801475688,1.02258540968013,1.11812471010567,2.69230769230769,0.250237220351168,1.09894698319742,0.100702865587533
"SEV","SEV_G_1_E_3",1.25806695141139,1.11607697937014,1.12722238220645,1.00053066659407,1.12662452020951,3.07692307692308,0.208599720285691,1.07846038880118,0.0790432697102879
"SEV","SEV_G_1_N_1",1.22874312741699,0.953239114242259,1.28901878768763,0.953532790048336,1.35183477814359,3.84615384615385,0.49923133669017,1.24839477181435,0.194635942903858
"SEV","SEV_G_1_N_3",1.05927571307683,0.958768378206967,1.10482963054938,0.922547775500257,1.19758527405291,3.15384615384615,0.323910079303645,1.14070243562188,0.122737037831182
"SEV","SEV_G_1_S_1",1.45504906710172,0.880333405475577,1.65283863823805,0.998651886202937,1.65506986075244,3.76923076923077,0.884058521548708,1.54989794747342,0.334990267785351
"SEV","SEV_G_1_S_3",1.07322947147155,0.891634971457481,1.20366462266193,1.01753378251721,1.18292349929086,3.23076923076923,0.351159409914505,1.14898860629027,0.146444848487773
"SEV","SEV_G_1_W_1",1.11342765335112,0.852891451038117,1.30547404595964,0.960702323145263,1.35887466336672,4,0.512668963713284,1.28823255048106,0.189312946822264
"SEV","SEV_G_1_W_3",1.13446788512256,0.896664770479325,1.26520849538464,0.994751349532001,1.27188417083313,3.46153846153846,0.438609996364246,1.22459837205335,0.171001425462188
"SEV","SEV_G_4_E_1",1.01338502461779,0.969947503725336,1.04478337304402,1.00266392923609,1.04200753869746,3.15384615384615,0.106845781886026,1.02964327242381,0.0404863436224036
"SEV","SEV_G_4_E_3",0.816437549678528,0.716284439699401,1.1398230987974,1.00289490383031,1.136532945221,2.61538461538462,0.315878785341701,1.141202165159,0.137184413424202
"SEV","SEV_G_4_S_1",1.03010770637508,0.570817462242701,1.8046184192191,0.811651398049658,2.22339100697106,5.07692307692308,1.71615774133887,3.78529043274139,0.605728384323472
"SEV","SEV_G_4_S_3",1.01319634600375,0.977241848812096,1.03679181078395,0.98859908669277,1.048748501531,2.92307692307692,0.12228061132557,1.03660975825787,0.0509949757659211
"SEV","SEV_G_4_W_1",1.50641975340505,0.730828682033016,2.06124881307955,1.04959994110311,1.96384234826959,3.69230769230769,1.12104553923397,1.96385620140711,0.413967783454564
"SEV","SEV_G_4_W_3",0.977612850490309,0.632443508367183,1.54577102548537,0.745595582141697,2.07320303728893,4.38461538461539,1.27722781063488,1.99878857842336,0.471641112899247
